experiment,dataset,method,original_rows,training_rows,chop_grid_s,chop_grid_T,max_rows_per_cell,smoothing_type,smoothing_strength,model_regularization_type,model_regularization_strength,test_obs_q_RMSE,clean_q_RMSE,clean_dq_ds_RMSE,clean_dq_dT_RMSE,test_obs_q_RMSE/noise,clean_dq_ds_RMSE/noise,clean_dq_dT_RMSE/noise,entropy_violation_%,worst_entropy_violation,deriv_violation_%,worst_deriv_violation,status,build_s,newton_steps,flux_calls,final_residual,rel_solution_err,solve_total_s,flux_eval_s,nonflux_s,avg_flux_eval_us
model_regularization_sweep_no_presmoothing,nonlinear_low_noise,ridge_rff+ridge=1e-6,3000,289,17,17,1,none,0.0,ridge,1e-06,0.05269830699804401,0.027638940116501424,0.08990441659968383,0.2592349253918492,1.1157508516731094,0.9772685585266141,1.4119540647974753,0.2,5.4178970315658905e-05,0.0,0.0,ok,0.10735879998537712,4.0,720,2.1127226199551323e-14,0.00360171810043829,0.15942730000824668,0.1282130997569766,0.031214200251270086,178.0737496624675
model_regularization_sweep_no_presmoothing,nonlinear_low_noise,ridge_rff+ridge=1e-4,3000,289,17,17,1,none,0.0,ridge,0.0001,0.05017340742988543,0.022813814699427604,0.06869899397118172,0.13291909517335337,1.080222370839317,0.7467638337434183,0.7239597690609616,0.2,3.192248308272554e-05,0.0,0.0,ok,0.09147469999152236,4.0,720,2.4213299856702408e-14,0.003323543146285579,0.16658350001671351,0.13331379971350543,0.03326970030320808,185.15805515764643
model_regularization_sweep_no_presmoothing,nonlinear_low_noise,ridge_rff+ridge=1e-2,3000,289,17,17,1,none,0.0,ridge,0.01,0.05717125999656764,0.03460894552011009,0.17827800914017078,0.17511514873819384,1.2657127472470198,1.9378969309725984,0.953785627822976,0.2,3.223624425351943e-05,0.0,0.0,ok,0.08052389998920262,4.0,720,1.654828292230006e-14,0.004558127541862671,0.1611257999902591,0.12942460048361681,0.0317011995066423,179.7563895605789
model_regularization_sweep_no_presmoothing,nonlinear_low_noise,ridge_rff+ridge=1e-1,3000,289,17,17,1,none,0.0,ridge,0.1,0.08839726861274702,0.07306632632671714,0.3632520908901511,0.37409336154884615,1.607048303689503,3.948580733543684,2.0375442917432314,0.0,0.0,0.0,0.0,ok,0.08390009999857284,4.0,720,1.5873083429397223e-14,0.0033847429670099327,0.16256339999381453,0.13111439990461804,0.03144900008919649,182.1033332008584
model_regularization_sweep_no_presmoothing,nonlinear_low_noise,penalty_rff+ridge=1e-6,3000,289,17,17,1,none,0.0,ridge,1e-06,0.05058863847875283,0.025004016876670344,0.07593271696379965,0.17986236167294778,1.0811314099993445,0.8253950101544046,0.9796418915557784,0.2,2.2374013437408927e-05,0.0,0.0,ok,0.20716160000301898,4.0,720,1.7758016411246486e-14,0.003004591904898033,0.11700640001799911,0.08596850038156845,0.031037899636430666,119.40069497440062
model_regularization_sweep_no_presmoothing,nonlinear_low_noise,penalty_rff+ridge=1e-4,3000,289,17,17,1,none,0.0,ridge,0.0001,0.04968419192923774,0.020883470100406556,0.052433699976892685,0.10460650449200065,1.0720654988036213,0.5699587220814587,0.5697518534529206,0.2,0.00017843627100630805,0.0,0.0,ok,0.2860256999847479,4.0,720,1.744216553295894e-14,0.0033881479474212445,0.11769579999963753,0.08662940040812828,0.031066399591509253,120.31861167795594
model_regularization_sweep_no_presmoothing,nonlinear_low_noise,penalty_rff+ridge=1e-2,3000,289,17,17,1,none,0.0,ridge,0.01,0.052291930134385135,0.027044990739328048,0.12166714257755705,0.14877624404195755,1.0916876649341225,1.3225320573098447,0.8103276292838123,0.0,0.0,0.0,0.0,ok,0.29624340002192184,3.0,560,5.946410254622478e-09,0.0016526455855854682,0.09191489999648184,0.06677519949153066,0.02513970050495118,119.2414276634476
model_regularization_sweep_no_presmoothing,nonlinear_low_noise,penalty_rff+ridge=1e-1,3000,289,17,17,1,none,0.0,ridge,0.1,0.08601426159841344,0.07520752243519756,0.28281337226721764,0.29451133776332933,1.60590668243777,3.0742051069447287,1.6040912691656541,0.0,0.0,0.0,0.0,ok,0.30557240001508035,3.0,560,6.932839444934813e-09,0.006368851551443789,0.09119579999241978,0.06694910026271828,0.024246699729701504,119.55196475485407
model_regularization_sweep_no_presmoothing,nonlinear_low_noise,kissgp+ridge=1e-6,3000,289,17,17,1,none,0.0,ridge,1e-06,0.1215837720591963,0.11855939090544458,0.3244014408198666,0.30934699222446,2.0876914014242267,3.5262709046387677,1.684895437773187,0.0,0.0,0.0,0.0,ok,0.3536160000076052,4.0,720,2.0942938268134262e-14,0.012077116254260174,2.225660700001754,2.171563599840738,0.05409710016101599,3016.060555334358
model_regularization_sweep_no_presmoothing,nonlinear_low_noise,kissgp+ridge=1e-4,3000,289,17,17,1,none,0.0,ridge,0.0001,0.12148062952489416,0.11843049854146817,0.32462281112366703,0.3094261553669142,2.0867790238498998,3.5286772184315476,1.6853266093084323,0.0,0.0,0.0,0.0,ok,0.35340829999768175,4.0,720,2.4605157323256323e-14,0.01215743388680997,2.19435100001283,2.141303899581544,0.0530471004312858,2974.0331938632557
