experiment,dataset,method,original_rows,training_rows,chop_grid_s,chop_grid_T,max_rows_per_cell,smoothing_type,smoothing_strength,model_regularization_type,model_regularization_strength,test_obs_q_RMSE,clean_q_RMSE,clean_dq_ds_RMSE,clean_dq_dT_RMSE,test_obs_q_RMSE/noise,clean_dq_ds_RMSE/noise,clean_dq_dT_RMSE/noise,entropy_violation_%,worst_entropy_violation,deriv_violation_%,worst_deriv_violation,status,build_s,newton_steps,flux_calls,final_residual,rel_solution_err,solve_total_s,flux_eval_s,nonflux_s,avg_flux_eval_us
model_regularization_sweep_no_presmoothing,nonlinear_high_noise,ridge_rff+ridge=1e-6,3000,289,17,17,1,none,0.0,ridge,1e-06,0.8080538008002537,0.4766278976373273,2.2786036642055416,4.316369095178329,1.315951325944412,1.9178209447509078,1.7920746972695945,1.6,0.004255813127884842,1.4000000000000001,7.935296033307369,ok,0.2827906000020448,5.0,880,2.0747570326582233e-13,0.008108817502905357,0.43969930001185276,0.3459387002803851,0.09376059973146766,393.1121594095285
model_regularization_sweep_no_presmoothing,nonlinear_high_noise,ridge_rff+ridge=1e-4,3000,289,17,17,1,none,0.0,ridge,0.0001,0.7512968478339676,0.3072409471940644,1.207791510187081,2.0736239830933663,1.1943073137988778,1.0165558370313272,0.8609294038139911,1.0,0.0010438835986813077,0.0,0.0,ok,0.2711536999850068,4.0,720,3.171720184990608e-10,0.007452862547333684,0.31180580001091585,0.24132070021005347,0.07048509980086237,335.1676391806298
model_regularization_sweep_no_presmoothing,nonlinear_high_noise,ridge_rff+ridge=1e-2,3000,289,17,17,1,none,0.0,ridge,0.01,0.7448324268326351,0.2558665758751233,1.063153733818092,0.9341895952100739,1.1933638145606908,0.8948192835094756,0.3878578265928697,0.6,0.0004516274845951531,0.0,0.0,ok,0.2593401000194717,4.0,720,2.9413795485920655e-13,0.00952944142832272,0.31923470000037923,0.2428554003708996,0.07637929962947965,337.299167181805
model_regularization_sweep_no_presmoothing,nonlinear_high_noise,ridge_rff+ridge=1e-1,3000,289,17,17,1,none,0.0,ridge,0.1,0.7701260761896662,0.3151328341919145,1.3863697108468995,1.2316249102976866,1.2455601242553356,1.1668588576405474,0.5113473360600619,0.8,0.003925993729050935,0.0,0.0,ok,0.27201810001861304,4.0,720,6.726715880433028e-13,0.014451218866254214,0.3089814999839291,0.24048770024091937,0.06849379974300973,334.0106947790547
model_regularization_sweep_no_presmoothing,nonlinear_high_noise,penalty_rff+ridge=1e-6,3000,289,17,17,1,none,0.0,ridge,1e-06,0.7741084667155752,0.3823726638575029,1.7364870947654483,3.1852662279727504,1.236830608688932,1.4615404043036875,1.322462209636754,1.2,0.0024333521700022707,0.8,2.191528173006799,ok,1.271545600000536,4.0,720,9.38689358837104e-13,0.007719666359888812,0.2279833999928087,0.15914239975973032,0.06884100023307838,221.03111077740323
model_regularization_sweep_no_presmoothing,nonlinear_high_noise,penalty_rff+ridge=1e-4,3000,289,17,17,1,none,0.0,ridge,0.0001,0.7471569281133164,0.27374653959233264,0.9770527517031936,1.5295222771119332,1.1774958292230557,0.8223511007107138,0.6350286806529979,0.6,0.0006328015148935582,0.0,0.0,ok,1.2649502000131179,4.0,720,9.644771132415013e-13,0.008306292856828696,0.22990789997857064,0.1592769003182184,0.07063099966035224,221.21791710863667
model_regularization_sweep_no_presmoothing,nonlinear_high_noise,penalty_rff+ridge=1e-2,3000,289,17,17,1,none,0.0,ridge,0.01,0.7300732498085535,0.21208668077301115,0.7855197337309213,0.5725361621430256,1.1707776742952136,0.6611444638352975,0.2377061708171572,1.2,0.0026808398293449763,0.0,0.0,ok,1.2235414999886416,4.0,720,3.7966381037242593e-14,0.008224521809474883,0.23417999999946915,0.1647113997314591,0.06946860026801005,228.76583296035986
model_regularization_sweep_no_presmoothing,nonlinear_high_noise,penalty_rff+ridge=1e-1,3000,289,17,17,1,none,0.0,ridge,0.1,0.7552416955327396,0.2979954488449279,1.089347285393653,0.9176713675076056,1.220323075950608,0.9168654790011074,0.38099977130227874,0.6,0.0001941498902499771,0.0,0.0,ok,1.2523894000041764,4.0,720,5.0132931731888007e-14,0.011868450139790277,0.22266059997491539,0.15558739996049553,0.06707320001441985,216.0936110562438
model_regularization_sweep_no_presmoothing,nonlinear_high_noise,kissgp+ridge=1e-6,3000,289,17,17,1,none,0.0,ridge,1e-06,0.7767474284942512,0.3802627081550892,1.1260961277528394,0.9382562537282719,1.3139122203202036,0.9477956932717712,0.3895462261880386,0.4,0.00011287615068306948,0.0,0.0,ok,1.2073603000026196,4.0,720,4.886797699240585e-14,0.02394128461106971,5.0032362999918405,4.909785499883583,0.09345080010825768,6819.146527616087
model_regularization_sweep_no_presmoothing,nonlinear_high_noise,kissgp+ridge=1e-4,3000,289,17,17,1,none,0.0,ridge,0.0001,0.7767052969801552,0.3800979742762623,1.1276428954490878,0.9386085791895575,1.3150192359317003,0.9490975534992117,0.3896925050466003,0.4,0.00011201364300448279,0.0,0.0,ok,1.1199430999986362,4.0,720,2.8680737593709305e-14,0.024033617988199047,5.045165399991674,4.951854700368131,0.09331069962354377,6877.575972733514
model_regularization_sweep_no_presmoothing,nonlinear_high_noise,kissgp+ridge=1e-2,3000,289,17,17,1,none,0.0,ridge,0.01,0.8043833835187256,0.42680440007455145,1.4246826331766569,1.076715319129506,1.4648731380307585,1.1991055032739564,0.44703180775943946,0.2,0.0003688361751708657,0.0,0.0,ok,1.105511799978558,4.0,720,2.882135550590439e-14,0.029289797795815996,4.938496499991743,4.842153500329005,0.0963429996627383,6725.213194901396
model_regularization_sweep_no_presmoothing,nonlinear_high_noise,kissgp+ridge=1e-1,3000,289,17,17,1,none,0.0,ridge,0.1,0.8228531138237007,0.44531401007003474,1.7341082902372769,1.4437237256936537,1.3559168577830376,1.459538247799131,0.5994067471091682,0.4,0.0058856066050228225,0.0,0.0,ok,1.1883342000073753,4.0,720,5.135906591666907e-14,0.019836962006786175,5.110147600003984,5.013065999926766,0.09708160007721744,6962.591666564953
model_regularization_sweep_no_presmoothing,nonlinear_high_noise,rbf+ridge=1e-6,3000,289,17,17,1,none,0.0,ridge,1e-06,2.6987223846084327,2.6535030541260127,5.323735502040742,8.72122875040904,10.347287980095146,4.480801821973518,3.620888999081867,26.8,2.258020091005246,28.999999999999996,8.243158383102644,ok,0.12969470000825822,5.0,880,1.4847596582226292e-13,0.04791075832755783,0.12326319998828694,0.04665160007425584,0.0766115999140311,53.01318190256345
model_regularization_sweep_no_presmoothing,nonlinear_high_noise,rbf+ridge=1e-4,3000,289,17,17,1,none,0.0,ridge,0.0001,2.698948548870686,2.6537434388717074,5.323193752871462,8.723276216552966,10.347822410766236,4.480345850660925,3.6217390682462822,26.8,2.2584892107621197,28.999999999999996,8.242605400849103,ok,0.10609649997786619,5.0,880,1.6568217938165366e-13,0.047933974363288195,0.13372119999257848,0.05004410046967678,0.0836770995229017,56.86829598826907
model_regularization_sweep_no_presmoothing,nonlinear_high_noise,rbf+ridge=1e-2,3000,289,17,17,1,none,0.0,ridge,0.01,2.725171285131194,2.681412390067864,5.272243901055743,8.942849656091388,10.414576282953385,4.4374631438176495,3.7129018016716557,26.6,2.307680669815024,28.599999999999998,8.193003144811948,ok,0.14626639999914914,5.0,880,1.7821509695768787e-12,0.050435081787873016,0.11292509999475442,0.04263520022504963,0.07028989976970479,48.44909116482913
model_regularization_sweep_no_presmoothing,nonlinear_high_noise,rbf+ridge=1e-1,3000,289,17,17,1,none,0.0,ridge,0.1,3.3370140336709118,3.305493980462077,5.070928568869397,12.511463922566584,12.357371904507104,4.268023075484803,5.194522856370009,27.200000000000003,3.5484136461601636,26.0,8.296124972320772,failed: ZeroDivisionError,0.14146029998664744,,7040,,,1.0079480999847874,0.3757573990151286,0.6321907009696588,53.374630541921675
model_regularization_sweep_no_presmoothing,nonlinear_high_noise,materngpmonotone_unregularized+ridge=1e-6,3000,289,17,17,1,none,0.0,ridge,1e-06,0.9238727047560449,0.6348854329323053,3.455645797672021,5.197685046301149,1.8118889918371597,2.908496107736463,2.1579803882522235,3.4000000000000004,0.07181659418706549,8.6,7.867707412706639,ok,0.6075219000049401,16.0,6320,6.899398112229331e-09,0.01609567135025519,3.358016600017436,2.7648608013114426,0.5931557987059932,437.4779748910511
