"experiment","oracle_config","method","noisy_oracle","seed","status","build_s","newton_steps","flux_calls","final_residual","rel_solution_err","solve_total_s","flux_eval_s","nonflux_s","avg_flux_eval_us","active_cache_size","oracle_lru_size","oracle_lru_hits","oracle_lru_misses","oracle_calls","active_prunes","tracked_cache_hits","bb_eval_count","bb_refinement_count","bb_surrogate_fit_count","bb_failed_refinements","bb_last_uncertainty","bb_avg_uncertainty","bb_last_status","bb_sample_radius","bb_validation_radius","bb_cache_limit"
"tolerance_basegp_vartol_7p5e2_table","linear_medium_noise","bb_basegp+variance_tolerance=7.5e-2","True","0","ok","0.00016169995069503784","4","720","1.1891535959071336e-09","0.0066821785853293765","0.1094232999603264","0.06903109990525991","0.040392200055066496","95.87652764619432","60","60","0","105","105","45","0","720","3","4","0","0.006054377217352215","0.005696829924731735","ok","0.25","0.375","60"
"tolerance_basegp_vartol_7p5e2_table","linear_no_noise","bb_basegp+variance_tolerance=7.5e-2","True","0","ok","0.00017800001660361886","3","560","2.6554943814908105e-12","0.00028370472760708577","0.08977730001788586","0.05556509963935241","0.03421220037853345","99.2233922131293","60","60","0","105","105","45","0","560","3","4","0","0.006306372575322996","0.006344811405436643","ok","0.25","0.375","60"
"tolerance_basegp_vartol_7p5e2_table","nonlinear_high_noise","bb_basegp+variance_tolerance=7.5e-2","True","0","ok","0.0005178999854251742","5","960","1.2615974475787465e-10","0.009091897217584561","0.16434640000807121","0.09453929972369224","0.06980710028437898","98.47843721217941","60","60","0","150","150","90","0","960","6","7","0","0.013344683783817696","0.017860280119456312","ok","0.25","0.375","60"
"tolerance_basegp_vartol_7p5e2_table","nonlinear_low_noise","bb_basegp+variance_tolerance=7.5e-2","True","0","ok","0.00016820000018924475","4","720","2.855780391687124e-12","0.0027543455266452427","0.12648439995246008","0.06773170101223513","0.058752698940224946","94.07180696143769","60","60","0","105","105","45","0","720","3","4","0","0.004927753382959562","0.004782688776905416","ok","0.25","0.375","60"
"tolerance_basegp_vartol_7p5e2_table","nonlinear_no_noise","bb_basegp+variance_tolerance=7.5e-2","True","0","ok","0.0001474000164307654","4","720","3.931381091365053e-14","0.0005620802713707191","0.13432660000398755","0.0734118003747426","0.06091479962924495","101.96083385380916","60","60","0","150","150","90","0","720","6","7","0","0.01285686105644353","0.01765007149429014","ok","0.25","0.375","60"
