CASE,PIPE DIAMETER [mm],COLUMN LENGTH [mm],PARTICLES DIAMETER [mm],PARTICLES COUNT,L/D,D/Dp,POROSITY,FLOW RATE [L/min],TEMPERATURE [℃],SUPERFICIAL VELOCITY [m/s],PRESSURE DROP [Pa],STAT VERIFIED

SP-10-D50x533-G18.3,50,533,10,1200,10.66,5,0.4,18.3,23,0.155,8,9,8.5,TRUE
SP-10-D50x533-G21.75,50,533,10,1200,10.66,5,0.4,21.75,23,0.185,10,11,10.5,TRUE
SP-10-D50x533-G24.15,50,533,10,1200,10.66,5,0.4,24.15,23,0.205,12,13,12.5,TRUE
SP-10-D50x533-G27.4,50,533,10,1200,10.66,5,0.4,27.4,23,0.233,15,16,15.5,TRUE
SP-10-D50x533-G31.35,50,533,10,1200,10.66,5,0.4,31.35,23,0.266,19,19,19,TRUE
SP-10-D50x533-G33.95,50,533,10,1200,10.66,5,0.4,33.95,23,0.288,21,22,21.5,TRUE
SP-10-D50x533-G39.3,50,533,10,1200,10.66,5,0.4,39.3,23,0.334,27,28,27.5,TRUE
SP-10-D50x533-G41.85,50,533,10,1200,10.66,5,0.4,41.85,23,0.355,30,31,30.5,TRUE
SP-10-D50x533-G43.85,50,533,10,1200,10.66,5,0.4,43.85,23,0.372,32,33,32.5,TRUE
SP-10-D50x533-G48.15,50,533,10,1200,10.66,5,0.4,48.15,23,0.409,37,38,37.5,TRUE
SP-10-D50x533-G50.5,50,533,10,1200,10.66,5,0.4,50.5,23,0.429,40,41,40.5,TRUE
SP-10-D50x533-G53.8,50,533,10,1200,10.66,5,0.4,53.8,23,0.457,44,45,44.5,TRUE
SP-10-D50x533-G58.95,50,533,10,1200,10.66,5,0.4,58.95,23,0.5,51,52,51.5,TRUE
SP-10-D50x533-G62.25,50,533,10,1200,10.66,5,0.4,62.25,23,0.528,54,56,55,TRUE
SP-10-D50x533-G65,50,533,10,1200,10.66,5,0.4,65,23,0.552,59,60,59.5,TRUE
SP-10-D50x533-G67.85,50,533,10,1200,10.66,5,0.4,67.85,23,0.576,63,64,63.5,TRUE
SP-10-D50x533-G70.6,50,533,10,1200,10.66,5,0.4,70.6,23,0.599,67,69,68,TRUE
SP-10-D50x533-G75.05,50,533,10,1200,10.66,5,0.4,75.05,23,0.637,73,75,74,TRUE
SP-10-D50x533-G77.05,50,533,10,1200,10.66,5,0.4,77.05,23,0.654,77,79,78,TRUE
SP-10-D50x533-G78.85,50,533,10,1200,10.66,5,0.4,78.85,23,0.669,80,82,81,TRUE
