experiment,dataset,method,original_rows,training_rows,chop_grid_s,chop_grid_T,max_rows_per_cell,smoothing_type,smoothing_strength,test_obs_q_RMSE,clean_q_RMSE,clean_dq_ds_RMSE,clean_dq_dT_RMSE,test_obs_q_RMSE/noise,clean_dq_ds_RMSE/noise,clean_dq_dT_RMSE/noise,entropy_violation_%,worst_entropy_violation,deriv_violation_%,worst_deriv_violation,status,build_s,newton_steps,flux_calls,final_residual,rel_solution_err,solve_total_s,flux_eval_s,nonflux_s,avg_flux_eval_us
bello,nonlinear_high_noise,cubicspline,3000,289,17,17,1,none,0.0,1.1154842018346243,0.9324505665147218,3.1226196704804425,7.249037497391098,2.1030353620710724,2.628199673604302,3.009663073796144,2.6,0.05606403838879344,5.800000000000001,7.7323407043879,failed: RuntimeError,0.06401699999696575,,50000,,,2.110751200001687,0.3648794995533535,1.7458717004483333,7.2975899910670705
bello,nonlinear_high_noise,cubicspline+reg=laplacian:0.01,3000,289,17,17,1,laplacian,0.01,1.0586624260677253,0.8681417399479883,2.5408483245606757,6.134036384357638,1.9532672419728756,2.138543095855461,2.546735729532007,2.4,0.02907298681161308,2.6,5.087441877352973,failed: RuntimeError,0.06559460000426043,,27200,,,1.155225700000301,0.19853039972076658,0.9566953002795344,7.298911754439948
bello,nonlinear_high_noise,cubicspline+reg=laplacian:0.1,3000,289,17,17,1,laplacian,0.1,0.9637999483285452,0.7473826811089608,1.5206988914951287,3.753105160192319,1.6367782761656797,1.279919026982557,1.5582181795541579,1.4000000000000001,0.01870314044272429,0.2,0.5461720301084454,ok,0.06592330000421498,5.0,880,6.318720010057294e-14,0.006170765963044799,0.036833499994827434,0.006369699665810913,0.03046380032901652,7.238295074785128
bello,nonlinear_high_noise,cubicspline+reg=gradient:0.03,3000,289,17,17,1,gradient,0.03,1.0766790954687666,0.8827405992255573,2.7352206863957074,6.39871311069031,1.984285653169511,2.302139509072806,2.6566244933883647,2.6,0.03673436142597945,3.5999999999999996,6.161847407243477,failed: RuntimeError,0.06702439999207854,,27440,,,1.1593880000000354,0.2006471013155533,0.9587408986844821,7.312212147068269
bello,nonlinear_high_noise,cubicspline+reg=gradient:0.3,3000,289,17,17,1,gradient,0.3,0.9993226843887699,0.7600468226097731,1.6599548626037781,3.3133024319468247,1.5758988937906457,1.3971259033995276,1.375620416550222,1.4000000000000001,0.011135240552035528,0.2,1.1963026899166465,ok,0.06896340000093915,5.0,880,8.637835371769642e-13,0.004920245659978413,0.03813100000843406,0.0065175997879123315,0.031613400220521726,7.406363395354922
bello,nonlinear_high_noise,pchip,3000,289,17,17,1,none,0.0,,,,,,,,2.1999999999999997,0.04945867294788743,0.0,0.0,failed: ValueError,0.0676372000016272,,116,,,0.04453769999963697,0.03922330007480923,0.00531439992482774,338.1318971966313
bello,nonlinear_high_noise,pchip+reg=laplacian:0.01,3000,289,17,17,1,laplacian,0.01,,,,,,,,2.4,0.019582801724421544,0.0,0.0,ok,0.0688122999999905,21.0,4080,9.464207050213788e-09,0.0049205618054372225,1.5636452000035206,1.385064600239275,0.17858059976424556,339.47661770570465
bello,nonlinear_high_noise,pchip+reg=laplacian:0.1,3000,289,17,17,1,laplacian,0.1,,,,,,,,1.2,0.018023050288108328,0.0,0.0,ok,0.06945409999752883,8.0,1360,3.904756742708471e-09,0.005454027913412456,0.521334899996873,0.46123899963276926,0.06009590036410373,339.1463232593892
bello,nonlinear_high_noise,pchip+reg=gradient:0.03,3000,289,17,17,1,gradient,0.03,,,,,,,,2.1999999999999997,0.024750111168942285,0.0,0.0,ok,0.06942220000200905,17.0,3600,3.958206100620194e-09,0.005624003125521928,1.3911407999985386,1.2330958006641595,0.1580449993343791,342.5266112955999
bello,nonlinear_high_noise,pchip+reg=gradient:0.3,3000,289,17,17,1,gradient,0.3,,,,,,,,1.0,0.011182680681380229,0.0,0.0,ok,0.07162829999288078,8.0,1360,9.56099539362502e-10,0.0035639490717104916,0.5142784000054235,0.45520419953390956,0.059074200471513905,334.70897024552175
bello,nonlinear_high_noise,smooth+pchip,3000,289,17,17,1,none,0.0,,,,,,,,1.2,0.008497045648156192,0.0,0.0,ok,0.06781350000528619,5.0,880,2.1352654789642224e-10,0.006307227659568448,0.3341875999904005,0.2960653997870395,0.03812220020336099,336.437954303454
bello,nonlinear_high_noise,smooth+pchip+reg=laplacian:0.01,3000,289,17,17,1,laplacian,0.01,,,,,,,,1.2,0.008318695139375113,0.0,0.0,ok,0.07071080000605434,5.0,880,9.777753639016438e-11,0.006303303654318204,0.3336942000023555,0.2956499998981599,0.038044200104195625,335.96590897518166
bello,nonlinear_high_noise,smooth+pchip+reg=laplacian:0.1,3000,289,17,17,1,laplacian,0.1,,,,,,,,1.2,0.007732974938265978,0.0,0.0,ok,0.06999180000275373,4.0,720,5.585571736994081e-09,0.005997166833263681,0.27237599999352824,0.2412326999619836,0.03114330003154464,335.0454166138661
bello,nonlinear_high_noise,smooth+pchip+reg=gradient:0.03,3000,289,17,17,1,gradient,0.03,,,,,,,,1.2,0.007883853989865044,0.0,0.0,ok,0.06983779999427497,5.0,880,8.430414481699671e-11,0.006085222066100416,0.32916339999064803,0.29124519997276366,0.037918200017884374,330.96045451450414
bello,nonlinear_high_noise,smooth+pchip+reg=gradient:0.3,3000,289,17,17,1,gradient,0.3,,,,,,,,1.0,0.004572127157422247,0.0,0.0,ok,0.0692103000037605,4.0,720,1.8826279128707875e-09,0.004395228907623005,0.2709290000057081,0.24004670011345297,0.030882299892255105,333.398194602018
bello,nonlinear_high_noise,rbf,3000,289,17,17,1,none,0.0,2.698720103769254,2.6535006296712997,5.323740977598155,8.72120808388901,10.34728259532511,4.480806430558528,3.62088041873417,26.8,2.258015354690978,28.999999999999996,8.243163974547164,ok,0.06975750000856351,5.0,880,1.3529861241298775e-13,0.04791052398381921,0.05011769999691751,0.01857969975390006,0.03153800024301745,21.11329517488643
bello,nonlinear_high_noise,rbf+reg=laplacian:0.01,3000,289,17,17,1,laplacian,0.01,32.98407057985589,31.282363762016818,52.63870836469732,103.9008150310832,153.93147434742582,44.304158284433,43.137650543112294,39.0,247.84993679163165,42.6,117.31874753608494,failed: ZeroDivisionError,0.06936280000081751,,6400,,,0.37624219999997877,0.1404463997023413,0.23579580029763747,21.944749953490827
bello,nonlinear_high_noise,rbf+reg=laplacian:0.1,3000,289,17,17,1,laplacian,0.1,32.85905805298942,31.163594529091867,52.43916878809243,103.5054963001116,153.34520698506594,44.13621280741516,42.97352169325969,39.0,246.89133712189602,42.6,116.87690168995995,failed: ZeroDivisionError,0.06941889999143314,,9280,,,0.5426367000036407,0.20195000001695007,0.34068669998669066,21.76185345010238
bello,nonlinear_high_noise,rbf+reg=gradient:0.03,3000,289,17,17,1,gradient,0.03,32.66710998674672,30.980783590009178,52.13208280317815,102.89862938114143,152.45850192363832,43.87774928303853,42.72156204242463,39.0,245.28091894199423,42.6,116.17240925580084,failed: ZeroDivisionError,0.07012939998821821,,26080,,,1.5274863999948138,0.5678331989329308,0.959653201061883,21.772745357857776
bello,nonlinear_high_noise,rbf+reg=gradient:0.3,3000,289,17,17,1,gradient,0.3,30.010794564128723,28.452522607177713,47.884869404813664,94.50032586405466,140.11010313327304,40.30301843354257,39.23474548408773,38.6,223.90359181017115,42.4,106.6063673188601,failed: ZeroDivisionError,0.07058549999783281,,19760,,,1.1423687000060454,0.42647830011264887,0.7158903998933965,21.582909924729194
