experiment,dataset,method,original_rows,training_rows,chop_grid_s,chop_grid_T,max_rows_per_cell,smoothing_type,smoothing_strength,test_obs_q_RMSE,clean_q_RMSE,clean_dq_ds_RMSE,clean_dq_dT_RMSE,test_obs_q_RMSE/noise,clean_dq_ds_RMSE/noise,clean_dq_dT_RMSE/noise,entropy_violation_%,worst_entropy_violation,deriv_violation_%,worst_deriv_violation,status,build_s,newton_steps,flux_calls,final_residual,rel_solution_err,solve_total_s,flux_eval_s,nonflux_s,avg_flux_eval_us
no_noise_no_smoothing_baselines,linear_no_noise,Analytic,3000,289,17,17,1,none,0.0,3.096897224416124e-16,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,ok,0.06508689999463968,1.0,240,2.3727624560729228e-14,0.0,0.008512899992638268,0.000291499964077957,0.00822140002856031,1.214583183658154
no_noise_no_smoothing_baselines,linear_no_noise,FiniteDiff,3000,289,17,17,1,none,0.0,0.1833212930511864,0.19567426274381836,0.24157946225229615,0.5344053234282752,,,,2.0,0.032018887133621096,0.0,0.0,failed: RuntimeError,0.0651231999945594,,6480,,,0.810906700004125,0.5638130008446751,0.2470936991594499,87.00817914269678
no_noise_no_smoothing_baselines,linear_no_noise,cubicspline,3000,289,17,17,1,none,0.0,0.2167035668526969,0.22825518853081508,0.7060801437211995,1.8207137605894783,,,,2.0,0.06904431825785744,2.0,1.1004937563784507,ok,0.0656165999971563,9.0,2000,1.898011202609629e-12,0.018356440766224762,0.08657729999686126,0.014834099973086268,0.07174320002377499,7.417049986543134
no_noise_no_smoothing_baselines,linear_no_noise,pchip,3000,289,17,17,1,none,0.0,,,,,,,,2.0,0.05945873179371577,0.0,0.0,ok,0.06806059999507852,17.0,3200,4.927414563410563e-09,0.013713516415668365,1.2043707999982871,1.0663079004007159,0.13806289959757123,333.2212188752237
no_noise_no_smoothing_baselines,linear_no_noise,rbf,3000,289,17,17,1,none,0.0,0.6241930471723149,0.6352737200799287,1.3146620147228898,1.980122593899917,,,,8.4,0.09144788479951828,18.2,2.6231483853484012,ok,0.0673255000001518,3.0,560,6.497901134626477e-09,0.031278823687870765,0.032736799999838695,0.012233500005095266,0.02050329999474343,21.845535723384405
no_noise_no_smoothing_baselines,linear_no_noise,savgol,3000,289,17,17,1,none,0.0,2.0556056490151804e-15,1.6166387521566544e-15,1.4723081063195257e-15,3.182687715136623e-15,,,,0.0,0.0,0.0,0.0,ok,0.06565649999538437,1.0,240,2.548778051242405e-14,1.9293873305148373e-16,0.04494719998911023,0.03432539981440641,0.010621800174703822,143.02249922669338
no_noise_no_smoothing_baselines,linear_no_noise,kissgp,3000,289,17,17,1,none,0.0,0.0906753474675202,0.09721672200984491,0.21693118878239667,0.17054246212612276,,,,0.0,0.0,0.0,0.0,ok,0.366691000002902,3.0,560,1.1390465704535875e-10,0.005601342793580138,1.7208867999870563,1.6782647000363795,0.042622099950676784,2996.9012500649633
no_noise_no_smoothing_baselines,linear_no_noise,mlp,3000,289,17,17,1,none,0.0,0.12674354970493765,0.13360772008041086,0.32326933816307046,0.28921743883374484,,,,0.8,0.0029931262662559748,0.0,0.0,ok,4.0750358999939635,3.0,560,2.524740133779754e-10,0.011148522808515079,5.542545999996946,5.49599010021484,0.04655589978210628,9814.268036097928
