experiment,dataset,method,original_rows,training_rows,chop_grid_s,chop_grid_T,max_rows_per_cell,smoothing_type,smoothing_strength,model_regularization_type,model_regularization_strength,test_obs_q_RMSE,clean_q_RMSE,clean_dq_ds_RMSE,clean_dq_dT_RMSE,test_obs_q_RMSE/noise,clean_dq_ds_RMSE/noise,clean_dq_dT_RMSE/noise,entropy_violation_%,worst_entropy_violation,deriv_violation_%,worst_deriv_violation,status,build_s,newton_steps,flux_calls,final_residual,rel_solution_err,solve_total_s,flux_eval_s,nonflux_s,avg_flux_eval_us
model_and_data_regularization_sweep_noisy,nonlinear_low_noise,ridge_rff+ridge=1e-6,3000,289,17,17,1,none,0.0,ridge,1e-06,0.05269830699804401,0.027638940116501424,0.08990441659968383,0.2592349253918492,1.1157508516731094,0.9772685585266141,1.4119540647974753,0.2,5.4178970315658905e-05,0.0,0.0,ok,0.11818789999233559,4.0,720,2.1127226199551323e-14,0.00360171810043829,0.1687052000197582,0.13549410010455176,0.03321109991520643,188.18625014521078
model_and_data_regularization_sweep_noisy,nonlinear_low_noise,ridge_rff+ridge=1e-6+reg=gradient:0.03,3000,289,17,17,1,gradient,0.03,ridge,1e-06,0.22640125687693735,0.23029165588046852,0.30727828263805695,0.5307031991463721,4.07502237836181,3.340140737215834,2.8905385264083874,1.2,0.003459983841087916,0.0,0.0,ok,0.08152820001123473,4.0,720,4.479388757780387e-14,0.0057903516793565415,0.16443679999792948,0.13194610009668395,0.032490699901245534,183.25847235650548
model_and_data_regularization_sweep_noisy,nonlinear_low_noise,ridge_rff+ridge=1e-6+reg=gradient:0.3,3000,289,17,17,1,gradient,0.3,ridge,1e-06,0.23046979865062575,0.2339162661065382,0.3260240654258383,0.36875504736529535,3.7723217729946246,3.5439089703721627,2.0084685242738707,0.8,0.0011398491457753049,0.0,0.0,ok,0.08047679997980595,4.0,720,2.7272194156447576e-14,0.004480167160657511,0.16049830001429655,0.12924279997241683,0.031255500041879714,179.50388885057893
model_and_data_regularization_sweep_noisy,nonlinear_low_noise,ridge_rff+ridge=1e-6+reg=laplacian:0.01,3000,289,17,17,1,laplacian,0.01,ridge,1e-06,0.22677002294426188,0.23046291296823973,0.30955020069906936,0.5478187620316554,4.115268067666115,3.3648366773325735,2.9837604892694625,1.2,0.0038634736059093453,0.0,0.0,ok,0.08436510001774877,4.0,720,2.8206438994852267e-14,0.005821446748316367,0.15818130000843666,0.12752740035648458,0.030653899651952088,177.12138938400636
model_and_data_regularization_sweep_noisy,nonlinear_low_noise,ridge_rff+ridge=1e-6+reg=laplacian:0.1,3000,289,17,17,1,laplacian,0.1,ridge,1e-06,0.22289490405680454,0.22455857761220252,0.273496310192336,0.4779668620209871,3.9715954659741484,2.9729278597526863,2.603303751023996,1.2,0.00218601082187073,0.0,0.0,ok,0.09201570000732318,4.0,720,2.0572705257275158e-14,0.00496654924772885,0.15972799999872223,0.12845869967713952,0.031269300321582705,178.41486066269377
model_and_data_regularization_sweep_noisy,nonlinear_low_noise,ridge_rff+ridge=1e-4,3000,289,17,17,1,none,0.0,ridge,0.0001,0.05017340742988543,0.022813814699427604,0.06869899397118172,0.13291909517335337,1.080222370839317,0.7467638337434183,0.7239597690609616,0.2,3.192248308272554e-05,0.0,0.0,ok,0.08424339999328367,4.0,720,2.4213299856702408e-14,0.003323543146285579,0.16034800000488758,0.12905720004346222,0.031290799961425364,179.2461111714753
model_and_data_regularization_sweep_noisy,nonlinear_low_noise,ridge_rff+ridge=1e-4+reg=gradient:0.03,3000,289,17,17,1,gradient,0.03,ridge,0.0001,0.2217201226134045,0.22025686196257765,0.23581865710088762,0.3350180451011947,3.993102953133701,2.563368606514897,1.8247159014014886,1.0,0.0035777469882723742,0.0,0.0,ok,0.0895017999864649,4.0,720,2.1188977998845354e-14,0.007102093319180072,0.15833660002681427,0.1275418002915103,0.030794799735303968,177.1413892937643
model_and_data_regularization_sweep_noisy,nonlinear_low_noise,ridge_rff+ridge=1e-4+reg=gradient:0.3,3000,289,17,17,1,gradient,0.3,ridge,0.0001,0.22914665676813858,0.23005147200837706,0.30059487402204094,0.2699029768530408,3.7483908256569296,3.2674915242933924,1.4700588845910654,0.8,0.0011898963963638117,0.0,0.0,ok,0.09225129999686033,4.0,720,1.3110977142391641e-14,0.004765049245572802,0.1596103000047151,0.1284845994960051,0.031125700508709997,178.4508326333404
model_and_data_regularization_sweep_noisy,nonlinear_low_noise,ridge_rff+ridge=1e-4+reg=laplacian:0.01,3000,289,17,17,1,laplacian,0.01,ridge,0.0001,0.22152569277616024,0.21965238803502798,0.2308047568823569,0.34297500883664384,4.027293128346064,2.5088670900768606,1.8680544572412594,1.0,0.003978519089708841,0.0,0.0,ok,0.09189399998285808,4.0,720,2.551822927549357e-14,0.007398817272737794,0.16242310000234284,0.13055290037300438,0.03187019962933846,181.32347274028385
model_and_data_regularization_sweep_noisy,nonlinear_low_noise,ridge_rff+ridge=1e-4+reg=laplacian:0.1,3000,289,17,17,1,laplacian,0.1,ridge,0.0001,0.21856320808315557,0.21633379128879976,0.2156665879457518,0.3216861573906121,3.916579949533104,2.3443139224468235,1.7521021784784412,1.0,0.0019343803506539272,0.0,0.0,ok,0.08964399999240413,4.0,720,1.8481795690914294e-14,0.0064253620117070386,0.15866169999935664,0.12765919990488328,0.031002500094473362,177.3044443123379
